index,0
26370,世界 认知 进步 社会 中 人类 最 根本 进化 不 需要 物质 地位 外 社会 因素 标榜 认知 能力 放 四海 皆准 二舅 不仅仅 木匠 而会 整个 小 村庄 依赖 感觉 人生 境遇 不该 
26371,很 意义 视频 看 完 之后 感触 好深 去 奋斗 保卫 萝卜 _ 哭哭 
26372,世界 上 第一 快乐 人 不 需要 别人 负责 人 快乐 人 不 知道 回头 人 
26373,值得 
26374,阿甘正装 made   in   china 
26375,都 二舅 都 不是 二舅 
26376,谢谢 
26377,太棒了 太棒了 文案 心心 希望 我能 好 手牌 call 
26378,1977 年 恢复 高考 时 18 9 岁 应该 1958 1959 年 生人 今年 应该 63 64 岁 或许 66 岁 虚岁 
26379,1977 年 恢复 高考 时 18 9 岁 应该 1958 1959 年 生人 今年 应该 63 64 岁 或许 66 岁 虚岁 
26380,太牛 真的 太牛 
26381,看 完爆 哭 大哭 
26382,鼓掌 鼓掌 鼓掌 
26383,很棒 
26384,Cest   la   vie 
26385,好 故事 能够 打动 人心 
26386,平凡 世界 
26387,真的 编不出 昵称   值得一看 人生 
26388,  人之苦 
26389,终其一生   只 希望 做个 最 最最 简单 人   简单 生活   简单 快乐 
 现代 生活   总会 人 抬 不 起头   忘记 年代   其实 已经 最好 
 虽苦 虽累   老一辈 辛酸 过往   想 都 不敢 想   
 人生   会 后悔 遗憾   请 不要 回头 看   往前走   最好 人生 
26390,彻底 火 
26391,文案 通透 
26392,面对 苦难 乐观 豁达 想起 一种 英雄主义 认清 人生 后 依旧 热爱 There   is   only   one   heroism   in   the   world   to   see   the   world   as   it   is   and   to   love   it 
26393,一位 二舅 超酷 好 星星 眼 
26394,霍 格沃兹 三年级 
26395,看 完 才 三 respect 
26396,致 所有 顶天立地   却 平凡 普通 
26397,从不 回头 看 
26398,二舅 一位 真正 勇者 
26399,call 
26400,最 喜欢 老师 离开 猿 辅导 真的 难过 死 感觉 没有 高三 难熬 金子 总会 发光 加油 call call call call 
26401,很 优秀 
26402,敬 二舅 
26403,子黎   bili _ 42867934436   枫红 时 离别   隔墙 听 水声 
26404,敬 二舅 
26405,看 一次 哭 一次 看 三遍 大哭 
26406,感觉 很 那种 鲁迅 文章 描述 平凡 不 平凡 普通人 
26407,不 知道 作者 有没有 意向 故事 写成 一篇 非 虚构 文学 很 好 一篇 文章 
26408,隔壁 老 陈 图图 
26409,看 哭 
26410,牛 逼 
26411,新晋 镇 站 之宝 doge 
26412,突然 想 起来 老家 爷爷 过年 去 他家 拜年 才能 看到 八十多 身体 非常 好 家里 做 洗衣机 声音 大 点 功能 都 挺 齐全 爷爷 年轻 一定 很多 故事 
26413,何字 可解 人生 在我看来 二舅 身上 磨 感觉 过于 单调 没有 人生 厚重感 仔细 想来 大多数 时代 人 好像 都 磨 过来 
26414,庸医 害人不浅 
26415,平凡 伟大 二舅 
26416,语文 书 那味 
26417,二舅 智商 有点 高   都 会 
26418,中国 精神 最好 展示 
26419,我要 这币 何用 热词 系列 _ 三连 
26420,有人 平凡 伟大 二舅 不该 平凡 却活 更加 伟大 
26421,关注 阿婆 主 出名 
26422,星河 般 璀璨 请 萤火 般微芒 
26423,一篇 优秀 高考 阅读文章 现在 只 需要 阅读 
26424,倒 二舅 说句话 二舅 会 不会 抱怨 社会 
26425,太猛 
26426,最 只能 投 两个 币 生气 
26427,还 没 看 完 哭 
26428,一只 蚂蚁 很 不幸 出门 小孩 踩死 另一只 很 幸运 活 十年 蚁后 打工 … 人 眼里 区别 同样 农家 小院 老母 宁宁 相伴 不见得 比不上 县城 度过 一生 百态 人生 珍惜 … 
26429,活在 人民 人间 草木 
26430,二舅 生活态度 值得 学习 千万 不要 歌颂 苦难 
26431,平凡 伟大 一生 
26432,灰黑 毛线 团 
26433,好 文案 好 故事 这是 文案 带火 视频 视频 盛行 当下 出现 难得 好 文章 好 故事 
26434,打开 电视 电视剧集 里 华丽 服饰 包装 俊男靓女 爱恨 情仇 真正 普通人 不 精致 生命力 旺盛 故事 才 更 值得 大家 看见 不要 脱离群众 
26435,文案 很 好 作用 不 大 治好 精神 内耗 不见得 几个 人 看个 视频 能治好 干嘛 干嘛 
26436,路女 
26437,这种 视频 幽默 口吻 简述 生不逢时 却 未 甘于 沉沦 一生 快乐 大多数 人 都 不曾 达到 地步 
26438,这是 文案 像是 独 属于 二舅 人生 独白 娓娓道来 波澜不惊 文字 却 一场 人生 画卷 缓缓 展开 看到 二舅 大半辈子 二舅 逆 扼住 命运 咽喉 人生 独白 书写 画卷 读 谢谢 二舅 
26439,这是 文案 像是 独 属于 二舅 人生 独白 娓娓道来 波澜不惊 文字 却 一场 人生 画卷 缓缓 展开 看到 二舅 大半辈子 二舅 逆 扼住 命运 咽喉 人生 独白 书写 画卷 读 谢谢 二舅 
26440,想 去 看 二舅 大哭 
26441,亲娘 嘞 看得 头皮发麻 
26442,二舅 汪曾祺 
26443,上次 看 视频 触动 气球 哥 
26444,描述 苦难 不 等于 歌颂 苦难 请 纪实 散文 不 需要 做 读后感 提炼 中心思想 放过 文学作品 不要 定性 不要 升华 那玩应 才 最 恐怖 
26445,笑 笑 哭 哭 哭 笑 
26446,有生 皆 苦 
26447,村里人 歪子 事实上 村里 杠 把子 
26448,评论 区 看得出 大家 生活 都 好 起来 
26449,天行健 君子 自强不息 
 地势 坤 君子 厚德载物 
26450,正 经历 爹妈 才 会 小时候 提 要求 … 不 现在 回想起来 也许 更 像是 祈求 … 却 根本 不想 牺牲 玩乐 时光 去 回应 大哭 
26451,觉得 二舅 幼年 经历 催化剂 促成 以后 二舅 
26452,采访 一下   二舅 幸福 
26453,很 感动 很受 启发 谢谢 二舅 谢谢 up 
26454,想起 外公 听 老妈 说 几十年 前 外公 考上 大学 农村 山沟   没 通路 徒步走 一天 才能 走出 崎岖 大山 当时 家里人 不让 去 读书 永远 沉寂 满山 泥土 所有 七八十岁 农村 老人 
26455,已 分享 希望 更 人 看到 
26456,投出 视频 200 万个 币 敬 二舅 
26457,活着 
26458,3 小时 将近 200 万 播放 量 
26459,魏婴 在线 僚机 
26460,平凡 不 平凡 
26461,世界 上 一种 英雄主义 认清 生活 真相 后 还 依然 热爱生活 点赞 
26462,没有 对白 电影 
26463,观后感 别管 生活 快乐 痛苦 悲欢 离合 心先 放到 一边 去 事 先干 起来 
26464,二舅 价值 价值 教会 叫做 成功 
26465,真的 文案 需要 人生 才能 写 出来 
26466,完全 一本 课本 里 现实 课文 
26467,妈妈 是因为 发烧 打针 小儿麻痹 据说 瘫 到底 怎么回事 
26468,有点像 余华写 东西 不刀 tv _ doge 
26469,摆正 三观 二舅 不 需要 可怜 请 部分 年轻人 先 可怜 可怜 物质 丰足 却 空壳 
26470,不要 过去 遗憾 遗憾 每天 都 新 一天 加油 
26471,隐入 尘烟 
26472,拍得 好 棒 
26473,悲苦 命运 无法 得到 治愈 
26474,二舅 往事 活着 完全 不 好不好   富贵 游手好闲 地主家 儿子   赌博 家当 全都 霍霍 光   都 咎由自取   纨绔子弟 富贵 二舅 对比 微笑 
26475,我要 硬币 何用 全给 call 大哭 
26476,看 完 视频 后 一定 会 沉思 片刻 或许 会 稍微 想一想 原来 幸运 至少 生活 眷顾 
 
 面对 不幸 变故 时 大多数 人 不 具备 抵抗 自愈 能力 这种 能力 需要 极强 心理素质 支撑 
 
 可能 有人 会 觉得 知识 认知 丰富 程度 决定 这种 能力 高低 实际上 不是 
26477,说 二舅 普通 还 真 普通 说 二舅 平凡 还 真 不 平凡 
26478,谢谢 视频 认识 二舅 重新 回看 生活 结束 内耗 好好 生活 一路 向前 拥抱 
26479,真是 有意思 人 
26480,太牛 
26481,普通 人 
26482,十几万 人 观看 
26483,文案 直接 上 语文课 
26484,平凡 不凡 
26485,以前 好像 刷 
26486,隐入 尘烟 
26487,超 豪华 OK 
26488,不凡 人生 很多 人 都 值得 拥有 可怜 却 还 点 进来 看 … … 
26489,不禁 思考 勤劳 质朴 普通人 生活 不 好 卑微 
26490,大 智慧 人 一生 都 争 抢 拼 傲慢 沮丧 懊恼 颓废 悔恨 中 结束 错 自我 都 多数 人穷 一生 都 无法 看清 无意识 二舅 却 少年 时所悟 实属 难得 
26491,敬 二舅 
26492,讲 好 
26493,绝 
26494,14 万人 同时在线 离谱 
26495,天各一方 默默 回想 流逝 美好 星辰 也许 会 重逢 但愿 岁月 褶皱 中 发现 一双 纯如 当初 眼睛 世间 生死 哪桩 不是 闲事 
26496,想 二舅   同样 天资聪颖     动手 能力 极强   会 修车   会 做 木工   电工   还 做过 木工 车床 做 家具   年轻 风光   九十年代 开 加油站   可惜 最终 吃 文化 程度 不高 亏   后来 还 出 事故 伤残 一只 手   现在 挺 好   在家 做点 小 木工活   子女 都 孝顺   生 没有 意义   活 没有 意义     生活 全 凭着 去 寻找 方向 才 意义 
26497,牛 逼 call 
26498,最近 看 最 值得 三连 视频 
26499,强烈建议 后续 系列 纪录片 呲 牙 
26500,人生 最大 遗憾 遗憾 过去 遗憾 
 
 醍醐灌顶 谢谢 up 谢谢 二舅 
26501,人 伤心 人生 故事 
26502,世界 以痛 吻 却 报之以 歌 
 遗憾 可怕 还 好好 活下去 奋斗 奋斗 奋斗 
26503,谢谢 人生 低谷 时 看到 视频 痛哭 一场 后 觉得 找到 些 继续 走 下去 动力 
26504,遗憾 很 难 走 出来 
26505,视频 太火 每次 打开 都 上万 正在 播放 现在 14 万人 正在 播放 拜 看来 普通人 不屈 生活态度 大部分 人 期望 
26506,绝 
26507,去年 一天 我妈 发现 姥爷 会 英语 外甥 英语 对话 酸 
26508,拒绝 平庸 
26509,好 
26510,卧槽 老唐 突然 火 
26511,说 讲 高级 但他却 真实 接地 气 直 戳 心窝 讲述 平凡 生活 中 熠熠生辉 脸红 脸红 脸红 
26512,人 活着 物质 丰足 精神 充实 或许 已经 足够 学会 知足 亦无不可 
26513,更大 痛苦 会 小 痛苦 淹没 
26514,活着 惑 
26515,想起 麦家 人生 海海 奇怪 哭 奇怪 世界 
26516,为啥 只能 投 两个 币 
26517,痛苦 都 坚持下去 
26518,跑 点个 赞 
26519,二舅 身上 好闻 烟火 气 无数 人爱上 人间 
26520,努力 生活 人 都 闪闪发光 
26521,想起 老爷爷 没上 过学 不 认识 字 一套 算数 方法 早年间 卖过 豆腐 十六两 一斤 秤 账算得 飞快 
26522,人民 服务 
26523,没有 编排 幽默 没有 刻意 悠然 究极 文案 最 朴素 语言 平铺直叙 描绘出 生活 本质 这种 高级 感 不是 华丽 辞藻 堆砌 出来 生活 经历 雕刻 入骨 望尘莫及 不知 怎滴 第一 时间 唤醒 活着 记忆 
26524,文字 力量 
26525,穷则 独善其身 达则 兼济 天下 二舅 却 做到 穷济 天下 令人 敬佩 生活 现代 都市 追求 所谓 世俗 成功 生活 压得 喘 气来 工作 之余 只 想 封闭 狭小 空间 内 一天 重复 很多遍 生活 常常 不 尽如人意 仍 积极 乐观 生活 不必 成功 再 去 帮助 现在 
26526,敬 人生 
26527,敬 二舅 不计 命运 不公 永远 大度 完 一生 
26528,真 不 懂 眼泪 哗啦哗啦 往下掉 
26529,敬 二舅 
26530,二舅 这种 人 境界 远远 不能 达到 都 认为 没有 资格 去 二舅 点评 致敬 二舅 年 好 月 好 日子 却 很 难过 加油 
26531,最 温良 最 坚强 中国 人民 
26532,二舅 精神 伟人 现实 中 人能 二舅 
26533,米缸 里 布丁 
26534,名著 人人 都 现实 苦难 呈现 面前 很多 人 都 赞美 之词 真实 好像 说 总体 上 好像 一种 向下 力量 我爸 说 那句话 相信 命运 缺乏 一种 向上 力 需要 看透 生活 继续 热爱生活 
26535,平凡 人们 最 感动 
26536,每个 老人 都 独特 故事 
26537,全文 背诵 
26538,可惜 这辈子 听过 大道理 却 仍然 不好 一生 … … 
26539,可惜 这辈子 听过 大道理 却 仍然 不好 一生 … … 
26540,笑 看 看着 看着 哭 
 看 完 哭 笑 拧 一起 觉得 好像 毛病 
 想 大概 无数 想 说 却 都 说不出 这种 汹涌 感受 感动 
 说 人生 一定 光彩夺目 名扬天下 才 成功 
 平凡 最 漫长 最难 走 路 走过 一步 都 真诚 炽烈 酷 
26541,年 活着 看过 最 贴近 现代 高级 文学 读书 总 不能 理解 书中 晦涩 意境 现在 长大 步入 社会 逐渐 看清 世间 冷暖 今天 读尝 视频 文案 感觉 二舅 生活 不满 不解 上天 重击 世道 不 公平 二舅 选择 拥抱 生活 当年 四针 医生 造就 现在 乡村 奇才 二舅 不得不 感叹 可能 金子 总会 发光 call 
26542,快乐 人 
26543,每个 人 最后 都 会 带 生命 答案 一瘸一拐 走向 终点 
26544,二舅 B 站 叭 
26545,大家 都 说 现实 版 活着 想 问问 二舅 很 悲惨 反而 觉得 二舅 二舅 二舅 不 惨 反而 大多数 人 都 更 充实 活 更有意义 活 
26546,喜欢 视频 难得 
26547,北郭 瑞雪 旧年 
26548,符合 一副 画上 提款 折臂 鹰 不 自卑 身 残 志 不 催 生生死死 风风雨雨 向阳 飞 致敬 平凡 二舅 岁月 静好 平静 生活 下去 
26549,生老病死 ~     老病 斩断 世间 留恋 
26550,似乎 明白 外公 80 多岁 还要 种田 
26551,文案 厉害 牛 二舅 不是 人 一群 人 时代 缩影 
26552,最后 鼻酸 
26553,敬佩 一位 苦难 中 坚强 乐观 生存 人 永远 苦难 本身 心怀 警惕 抵触 
26554,似乎 看到 路遥 笔下 真实 平凡 世界 人 平凡 绝不 平庸 
26555,牛 敬 所有 二舅 热词 系列 _ 三连 
26556,突然 感觉 … … 说 感觉 明白 说不出来 突然 感觉 执念 以前 事 试着 放下 
26557,其实 不是 特别 关心 故事 是否 完全 真实 诚然 故事 肯定 艺术 加工 作者 文案 感人肺腑 故事 一种 少有 不得不 投币 冲动 正值 大学 之际 少 颓废 丧气 多一些 积极 乐观 努力 加油 
26558,人生 最大 遗憾 遗憾 过去 遗憾 
26559,点赞 
26560,拥抱 拥抱 拥抱   质量 视频   看 不要 笑 挑战 才能 缓 过来 
26561,小舅 发烧 村里 医生 打针 耳聋 
26562,活着 
26563,每每 看到 乡村 中 平凡 伟大 都 后悔   没有 乡土 中国 坚持 看 完 
26564,活着 
26565,视频 结束 那一刻   有种 人生 海海 视感 2233 娘 _ 大哭 
26566,很多 字 删 改 二舅 想到 余华 笔下 人物 普通人 生活 万倍 速看 才能 忍受 却 自有 况味 祝 二舅 姥姥 身体健康 谢谢 up 主 
26567,上 侠客岛 呲 牙 
26568,加油 未来 期 
26569,平凡人 平凡 一生 
26570,最后 那句话 一下子 戳 中 心巴 .. 姥姥 毛主席 语录 教育 长大 这句 高频 出现 句 印象 中 从没 课本上 见到 去年 高考 前 姥姥 拿出 这句 话 鼓励 当时 只 觉着 老套 鸡血 环节 现在 想 起来 好像 这句 过去 十八年 里 听 不知 遍 还 真的 不知不觉 中 莫大 鼓励 
26571,tv _ 大哭 
26572,好 治愈 明明 不公 人生   却 博主 巧妙 幽默 中 看客 释然 一笑 
26573,看 完 平静 很多 
26574,出书 call 
26575,拍 太好了 
26576,二舅 生活 里 没有 遗憾 向前 看 
26577,遗憾 没有 需要 好 一副 烂牌 不是 去 想 这牌 烂 
26578,文案 真的 绝绝子 心心 
26579,文案 真的 绝绝子 心心 
26580,说 人 可能 没有 钱 没有 光鲜亮丽 外表 没有 大部分 人 看来 所谓 成功 人生 却是 最 成功 人 人生态度 贫穷 都 会 变成 富有 
26581,热词 系列 _ 三连 
26582,大哭 大哭 
26583,敬 二舅 
26584,拍 真 好 … 
26585,通篇 看 完 只 看到 四个 字 自强不息 
 二舅 致敬 祝您 余生 身体健康 平安 喜乐 
26586,看过 之后 很 难受   二舅 心疼   姥姥 心疼   农村 现状 心疼 都 喜欢 二舅 英雄 小 村庄 英雄 二舅 不 拘泥于 痛苦 现实 下定决心 不怕牺牲 排除万难 去 争取 胜利 大哭 大哭 感谢 up 主 感谢 二舅 保卫 萝卜 _ 哭哭 
26587,看 完后 心里 难过 难过 多好 人 生活 却 开了个 恶意 玩笑 想 说 很多 感觉 说 大舅 亵渎 
26588,泪目 爸爸 
26589,看 哭 四肢 健全 却活 只 剩下 悲伤 
26590,大家 都 坚强 地过 好 人生 call 
26591,攒 6 枚 硬币 改名   大哭 
26592,呜呜 呜泪目 
26593,祝 二舅 身体健康 平平安安 呲 牙 呲 牙 呲 牙 
26594,二舅 总有 办法 
26595,有点像 王小波 风格 荒诞 现实 
26596,谢谢 大 数据 推给 落泪 时刻 觉得 大 数据 最 美好 
26597,歌颂 苦难 
26598,想起 爷爷 天生 没有 双腿 受尽 委屈 抚养 大 四个 儿子 聪明绝顶 自学 修 摩托车 三轮车 乐观 坚强 走 完 一生 
26599,牛 
26600,人 心灵 触动 
26601,热词 系列 _ 三连 
26602,感动 震惊 所有 微不足道 平凡 都 是从 苦难 中 孕育 出来 中国 人民 万岁 
26603,流泪 留评 
26604,看 好几遍 
26605,还 没有 遗憾 
26606,致敬 
26607,说 站 光里 才 英雄 
26608,直呼 牛 逼 全网 热 搜 第一 热词 系列 _ 吹 爆 热词 系列 _ 破防 
26609,活着 
26610,玩 B 站 4 年 感觉 文案 迄今为止 看过 最 走心 
26611,up 文案 好棒 
26612,天意 从来 高难 问 况 人情 老易 悲难诉 
 目尽 青天 怀今 古 肯儿 曹 恩怨 相尔 汝 
 君去 否 休 回顾 
26613,敬 二舅 永无 失败 人生 
26614,大 制作 太精彩 二舅 一生 传奇 
26615,最 遗憾 莫过于 遗憾 过去 遗憾 
26616,爸爸 差不多 年纪 农村 出来 进 好 单位 一生 勤恳 努力 为家 奉献 命运 依然 没有 眷顾 母亲 脾气 暴躁 狭隘 生活 压抑 中 刚 退休 癌症 折磨 去世 一点 福都 没享 
26617,请 写入 初中 课外阅读 教材 
26618,牛 
26619,牛 
26620,令人 流泪   振聋发聩   人 温暖   二舅 真棒 
26621,听说 很多 人 注销 账号 不 知道 是不是 真的 
26622,期 视频 真的 好 真的 好 
26623,不要 遗憾 过去 
26624,看得 泪花 心悦 
26625,专治 颓废 丧 
26626,应该 很多 人 二舅 身上 找到 东西 激励 精神 感动 态度 二舅 相似 际遇 真 希望 朝前 看 不 放弃 
26627,惊到 下午 上课 之前 看才 四百万 播放 量 晚饭 点儿 九百多 万 
26628,感觉 现在 处境 对不起 人生 
26629,好像 父亲 
26630,谢谢 二舅 找到 
26631,第一次 恨 B 站 只能 投 两个 币 大哭 
26632,高考 阅读 理解 下次 出 吃瓜 
26633,二舅 yyds 
26634,视频 朋友圈 都 传 疯 我来 看看 脸红 
26635,这是 生活 最 真实 模样 遗憾 苦难 交加 二舅 平凡 生活 真正 勇士 
26636,敬 二舅 
26637,一边 看 doge 一边 哭 大哭 一边 笑 笑 哭 
26638,敬 二舅 
26639,不遇 没身 
 敬 二舅 
26640,百感交集 
26641,敬 二舅 
26642,很 力量 文字 
26643,看 优秀 人 不管怎样 都 会 活出 意想不到 优秀 人生 抱拳 
26644,看 完太 震撼   不 知道 说些 才能 表达 
26645,想 看看 发 视频   居然 三天 前 关注 up 主 
26646,共鸣 人太多 不想 再 长篇大论 觉得 吾辈 自强 一定 坚强 活着 跃过 龙门 虾米 没 看见 确信 虾米 不能 跃过 龙门 
26647,平常人 不 平凡 人生 这位 二舅 人 景仰 
26648,大家 都 走 好 人生 
26649,觉得 写 一部 小说   拍 一部 电影   激励 困苦 中 人们   走向 胜利 
26650,年度 最佳 
26651,每个 人 都 独一无二 绝大多数 人 都 会 湮没 世间 籍 籍无名 有限 一生 完成 属于 剧本 努力 活着 圆满 一路 荆棘 鲜花 满地 保持 真 踏上 认为 正确 道路 所有 值得 歌颂 不留 遗憾 人 一生 
26652,没有 大风 吹倒 
26653,同样 up 主 有人 教 犯傻 有人 教 活 つ ロ 
26654,遗憾 电影 里 主角 崛起 前戏 
 遗憾 生活 里 人 沉沦 毒药 
26655,致敬 二舅 
26656,云伸 不知 处   OptimusPrime _ 110 
26657,二舅 好 厉害 网友 建议 二舅 开 直播 博主 拒绝 二舅 多才多艺 考虑 开 直播 分享 手艺 不是 博主所 顾虑 祥林嫂 反复 诉说 苦难 博主 是否 考虑一下 抱拳 
26658,平凡人 胜利 三天 看 二舅 一生 治愈 目前 困窘 状态 
26659,感动 二舅 伟大 惊叹 up 天才 二舅 天才 善良 强大 up 传承 下来 
26660,真的 好   二舅 姥姥 安静 生活 
26661,平凡 人生 时间 长度 生命 宽度 有耐人 回味 深度 俯瞰 人生 高度 真 好 支持 
26662,半个 小时 之前 还 唉声叹气 现在 不配 
26663,抖音 上 全是 发 视频 水印 都 懒得 去 那种 呆 
26664,二舅 人生 诠释 大智大慧 生命 历程 中 真正 快乐 
26665,看 完 不 应该 说 读完 之后 二舅 形象 模糊 清晰 清晰 变成 模糊 看不清楚 二舅 一生 是否 活着 中 富贵 时代 碾压 样子 看不清楚 二舅 是否 海上 钢琴师 1900 总是 最 柔弱 藏 起来 生不逢时 评价 浅薄 而用 天妒 评价 厚重 只能 默默 长叹一声 不知 二舅 
26666,iloveallofher 
26667,明白 世上 有光 地方 可能 光照 不到 人 攒 出来 
26668,
26669,排除万难 去 争取 胜利 
26670,2022 年 医生 孩子 打断 神经 面临 后果 想 都 清楚 生活 中 苦难 没有 意义 苦难 仅仅 苦难 
26671,拜 fo 伦   好 厉害 鼓掌 
26672,导演 小策   策哥 血肉 够 震撼 平常 拍 出来 
26673,调侃 家人 换取 流量   真有 出息 
26674,拜托 不要 删 视频     想要 摆烂时 回来 看看 
26675,平凡 路 伟大 人生 
26676,史铁生 命若 琴弦 里 写道 人 命 琴弦 拉紧 才能 弹好 弹好 够 感谢 up 主 带来 平凡 伟大 故事 卓越 文案 展现 老一辈 人 生活 
 乡土 乡土 无言 以多加 
26677,说 二舅 命 真是 够 悲 催 可拿得 杀毒 针 人 祸害 成 … … 
26678,振聋发聩 醍醐灌顶 大哭 
26679,文案 风格 余华有 异曲同工 之妙 不得不 说 这种 语言 叙事 风格 真是 朴实 深度 作者 厉害 在于 二舅 故事 浓缩 11 分钟 视频 内容 详尽 不 冗长 真的 刷 B 站 推给 视频 意义 这才 艺术品 笑 哭 
26680,这是 普通人 才 普通人 生活 外人 看来 痛苦 up 都 做出 这种 视频 二舅 幸福 
26681,确实 时代 进步 却 没 以前 快乐 
26682,敬 二舅 
26683,看 哭 
26684,人活 世上 忍受 摧残 死 想明 一点 都 泰然处之 
26685,新 时代 大作 
26686,放到 小学 课本 
26687,太強 
26688,奔 奔 奔 奔 奔 奔 二   文案 故事 真的 太棒了 call 
26689,听说 显示 IP 
26690,太棒了 555 
26691,看着 视频 想起 老爸 初中 没 毕业 自学 电器维修 智能手机 电视 都 修 这种 学过 多年 电气专业 人 都 佩服 五体投地 种花 家 大 地上 二舅 这种 善良 聪慧 却 幸运 不幸 中 努力 前行 人 很多 那种 平凡 伟大 人 致敬 
26692,三连 二舅 小小的 硬币 不值钱 不 知道 不能 二舅 买些 好 东西 颓废 看见 剩下 愧疚 
26693,看 完 不 应该 说 读完 之后 二舅 形象 模糊 清晰 清晰 变成 模糊 看不清楚 二舅 一生 是否 活着 中 富贵 时代 碾压 样子 看不清楚 二舅 是否 海上 钢琴师 1900 天才 总是 最 柔弱 藏 起来 生不逢时 评价 浅薄 而用 天妒 评价 厚重 只能 默默 长叹一声 不知 二舅 
26694,沉默 转发 tv _ 点赞 
26695,我截 一段 作者 谈 生老病死 感悟 深有同感 想发 社交 平台 不 知道 可不可以 
26696,看似 平常 文字 折射出 真实 社会 现象 人生 百态 优秀 
26697,看到 想到 爸 表姐 二舅 曾经 木匠 后来 经历 右 手指头 电锯 切掉 手指 工地 楼上 不慎 摔 下 高位 截瘫 小时候 他教 做 木门 修 自行车 做 小发明 学会 左手 写字 右手 写 都 好看 小时候 会 父亲 感觉 蒙羞 有人 会 说 爸爸 瘫子 妈妈 不要 长大 懂事 后 才 发现 原来 最 爱 父亲 天底下 最 伟大 父亲 
26698,看着 看着 哭 … … 
26699,申论 热点 素材 跑不了 doge 
26700,世界 上 第一 快乐 人 不用 别人 负责 人 快乐 人 从来不 回头 看 人 
26701,瞭望台 背景图   仿佛 置身于 余华 小说 世界 
26702,只 三 对不起 视频 大哭 大哭 
26703,拍 好好 看 哭 二舅 生活 精神 真的 可贵 视频 像是 专门 写 二舅 前半生 本书 ?? 语言 人共情 大哭 
26704,母亲 今年 67 岁 高中毕业 那年 没有 高考 高考 恢复 那年 怀 我姐 想 参加 高考 参加 工作 村里 证明 证明 少之又少 母亲 一辈子 生活 农村 一辈子 农民 生活 苦 没什么 身体 不行 希望 能享 几年 福 
26705,人们 去 关心 蹩脚 电影演员 吃喝拉撒 鸡毛蒜皮 不愿 了解 普通人 波涛汹涌 内心世界 
26706,理应 
26707,这是 二舅 这是 神仙 笑 哭 
26708,二舅 值得 热词 系列 _ 三连 
26709,感觉 看过 最好 短片 引起 情感 共鸣 
26710,很多 人 都 二舅 平凡 伟大 心心 
26711,牛 逼 二舅 
26712,二舅 好像 都 没有 却 都 好像 都 实际 都 没有 
26713,以上 君 共勉 
26714,一点 遗憾 觉得 这点 遗憾 亵渎 二舅 乐观 人生态度 
26715,世界 线 收束 
26716,太牛 … … 
26717,作者 指定 有点 文学 素养 视频 完全 不看 画面 只 听 文字 
26718,四个 币 全投 做 视频 两个 币 号 两个 币 
26719,敬 二舅 
26720,第一次 觉得 11 分钟 长 
26721,人生 人生 
26722,遗憾 电影 里 主角 崛起 前戏   生活 里 人 沉沦 毒药 
26723,活着 快乐 好 人生 意义 在于 享受 生活 不是 名 利中 沉沦 
26724,妈耶 13 万 看 np 
26725,都 极快 节奏 里 追求 最后 忘记 追求 
26726,中午 午休 微博看   哭 中午   觉得 人 遇到 多大 不幸 仍 一笑而过   却 一天 都 郁郁 不幸   根本 没有 幸运 不幸   生活 中 花都 灌溉 出来 拥抱 
26727,二舅 了不起 
26728,真 厉害 阿写 真 好 
26729,
26730,仿佛 读 一遍 活着 
26731,作家 拍摄 短篇小说 
26732,一种 淡看 人生 洒脱 真正 看穿 人生 放下 大自 
26733,短短 十余分钟 视频 一种 看 余华 活着 麦家 人生 海海 一部 姜文 电影 感觉 
 视频 文案 来说 两句话 觉得 写 很 好 
 1 老病 生死 间 必要 演戏 
 2 人生 最大 遗憾 遗憾 过去 遗憾 
 一名 学生 党 其实 面临 UP 精神 内耗 毕竟 以为 愚见 当代 年轻人 迷茫 主要 原因 在于 数十年 人生 接受 偏 理想化 教育 实际 身处 过于 真实 生活 之间 矛盾 大白话 说 不 学生 现在 很多 人 都 处在 卷不动 躺 不平 状态 
 看 完 视频 最大 感悟 其实 当今 媒体 时代 感悟 快餐 文化 速朽 传统 文化 不易 现代人 接受 起码 传统 文学 学校 看不到 传统 文学 在读 人 喜欢 古诗 更是 成为 边缘 文化 
 UP 视频 虽短 的的确确 蕴含 传统 文化 表达 东西 前些年 有个 词 网文 精品化 传统 网络文学 相 融合 尝试 想 视频 类似 真心 渴望 看到 更 UP 作品 
26734,了不起 
26735,果断 关注 抱拳 
26736,视频 拍 很 好 文案 很 写实 以往 类似 视频 很难 不 陷入 歌颂 苦难 魔咒 看 这段 视频 前 想着 现下 实外 近 40 度 高温 天气 想着 仍 烈日 下 卖菜 农民 想着 力气 踩 三轮 累 气喘吁吁 骑行 速度 如同 步行 老人 或许 城市 发展 总 免不了 牺牲 冷漠 世俗 成功 总 难逃 傲慢 迷失 看 完 视频 倒 心生 明朗 自洽 自得 二舅 身上 看到 二舅 选择 人生 没有 回头路 遗憾 错过 才 人生 常态 看 完 视频 或许 更应 思考 一生 自洽 自得 
26737,call 
26738,人生 真的 还 很长 
26739,我天 升华 一键 三连 大哭 
